rank,usage_tier,score,register,jlpt,id,grammar,meaning,url,norm
851,D (rare/literary),43.65,general,N1,88.0,がてら,"On the occasion of, While … as well, While …  (one is) at it, During, Along the way",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%A6%E3%82%89,がてら
852,D (rare/literary),43.65,general,N1,100.0,折には,"When, Occasion, Opportunity, Time",https://bunpro.jp/grammar_points/%E6%8A%98%E3%81%AB%E3%81%AF,折には
853,D (rare/literary),43.65,general,N1,118.0,まくる,"Like crazy, Keep doing (without a second thought), Nothing but, On and on, Do … all around, To do a lot of, One after another, All over, Keep, Everything, Constantly, All the time ",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%8F%E3%82%8B,まくる
854,D (rare/literary),43.65,general,N1,119.0,わ〜わ（で）,"And...so, And...because, Since",https://bunpro.jp/grammar_points/%E3%82%8F-%E3%82%8F%E3%81%A7,わわ(で)
855,D (rare/literary),43.65,general,N1,120.0,や否や,"As soon as, No sooner than, The minute",https://bunpro.jp/grammar_points/%E3%82%84%E5%90%A6%E3%82%84,や否や
856,D (rare/literary),43.65,general,N1,140.0,の至り,"Utmost, Height of, Extreme, Heartiest, Such a, Very, really, Completely, Deeply",https://bunpro.jp/grammar_points/%E3%81%AE%E8%87%B3%E3%82%8A,の至り
857,D (rare/literary),43.65,general,N1,161.0,始末だ,"Ends up, Finally, In the end, (Unfortunately) As a result, This is what happened, To come about, To wind up",https://bunpro.jp/grammar_points/%E5%A7%8B%E6%9C%AB%E3%81%A0,始末だ
858,D (rare/literary),43.65,general,N1,180.0,を機に,"Opportunity, Occasion",https://bunpro.jp/grammar_points/%E3%82%92%E6%A9%9F%E3%81%AB,を機に
859,D (rare/literary),43.65,archaic/literary,N1,54.0,なりに,"In one's own way, Of someone's own, Do one's best in one's own way, As much as one can",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%8A%E3%81%AB,なりに
860,D (rare/literary),43.3,general,N1,15.0,にあって,"At, In the (place or situation), Under ~ conditions or circumstances, During, Suited to",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%82%E3%81%A3%E3%81%A6,にあって
861,D (rare/literary),43.3,general,N1,20.0,かたわら,"While, Besides, In addition to",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%9F%E3%82%8F%E3%82%89,かたわら
862,D (rare/literary),43.3,general,N1,36.0,あっての,"Exist only because of or due to, Owe everything to",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%A3%E3%81%A6%E3%81%AE,あっての
863,D (rare/literary),43.3,general,N1,53.0,いかなる,"What kind of, No matter what kind of, No … (with a negative verb), Any... (with a negative verb)",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8B%E3%81%AA%E3%82%8B,いかなる
864,D (rare/literary),43.3,general,N1,67.0,どうにも,"Cannot, There is no way one can, Nothing one can do, Cannot possibly not by any means, Cannot do no matter how hard one tries, Nothing will come out, It is meaningless to",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%86%E3%81%AB%E3%82%82,どうにも
865,D (rare/literary),43.3,general,N1,71.0,べくして,"As expected, Meant to, Supposed to, Destined to, Sure to",https://bunpro.jp/grammar_points/%E3%81%B9%E3%81%8F%E3%81%97%E3%81%A6,べくして
866,D (rare/literary),43.3,general,N1,73.0,かれ〜かれ,"Or, Either or",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%8C-%E3%81%8B%E3%82%8C,かれかれ
867,D (rare/literary),43.3,general,N1,84.0,ぐるみで,"Whole, -wide, Across the, Entire, All of, With … altogether",https://bunpro.jp/grammar_points/%E3%81%90%E3%82%8B%E3%81%BF%E3%81%A7,ぐるみで
868,D (rare/literary),43.3,general,N1,104.0,を兼ねて,"And also, Also (partly) to, Also (partly) for (the purpose of), At the same time, To double as, When … also, While … as well, And as",https://bunpro.jp/grammar_points/%E3%82%92%E5%85%BC%E3%81%AD%E3%81%A6,を兼ねて
869,D (rare/literary),43.3,general,N1,107.0,相まって,"Combined with, Coupled with, Together with",https://bunpro.jp/grammar_points/%E7%9B%B8%E3%81%BE%E3%81%A3%E3%81%A6,相まって
870,D (rare/literary),43.3,general,N1,113.0,はおろか,"Let alone, Much less, Needless to say, Not to mention, Not only but also",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%8A%E3%82%8D%E3%81%8B,はおろか
871,D (rare/literary),43.3,general,N1,121.0,次第です,"Because the reason is, Therefore, The present situation is like this, This is how (it is), Those are the circumstances, This is why",https://bunpro.jp/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%A7%E3%81%99,次第です
872,D (rare/literary),43.3,general,N1,134.0,に即して,"In line with, Based on, In accordance with",https://bunpro.jp/grammar_points/%E3%81%AB%E5%8D%B3%E3%81%97%E3%81%A6,に即して
873,D (rare/literary),43.3,general,N1,136.0,をよそに,"Ignoring, Disregarding, Despite",https://bunpro.jp/grammar_points/%E3%82%92%E3%82%88%E3%81%9D%E3%81%AB,をよそに
874,D (rare/literary),43.3,general,N1,149.0,が早いか,"As soon as, No sooner than, The instant that, No sooner had",https://bunpro.jp/grammar_points/%E3%81%8C%E6%97%A9%E3%81%84%E3%81%8B,が早いか
875,D (rare/literary),43.3,general,N1,158.0,を前提に,On the premise of,https://bunpro.jp/grammar_points/%E3%82%92%E5%89%8D%E6%8F%90%E3%81%AB,を前提に
876,D (rare/literary),43.3,general,N1,167.0,を限りに,"As of (the end of), (Starting) from, (No longer) after, By (the), Ending with",https://bunpro.jp/grammar_points/%E3%82%92%E9%99%90%E3%82%8A%E3%81%AB,を限りに
877,D (rare/literary),43.3,general,N1,169.0,かたがた,"Partly for (the purpose of), In addition to, Along with, By the way, And also to, Incidentally, While",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%9F%E3%81%8C%E3%81%9F,かたがた
878,D (rare/literary),43.3,general,N1,171.0,～てやる,"Just wait and see, Just you wait, To do a favor, For you, Definitely, For sure",https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%84%E3%82%8B,~てやる
879,D (rare/literary),43.3,general,N1,172.0,ただ〜のみ,"Nothing but, Should, Have to, Only, All that remains,",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A0-%E3%81%AE%E3%81%BF,ただのみ
880,D (rare/literary),43.3,archaic/literary,N1,90.0,いかん〜ず,"Regardless of (whatever … is), Irrespective of (whatever … is)",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8B%E3%82%93-%E3%81%9A,いかんず
881,D (rare/literary),42.95,general,N1,14.0,～るまでだ,"Just, Merely, Simply, Only",https://bunpro.jp/grammar_points/%EF%BD%9E%E3%82%8B%E3%81%BE%E3%81%A7%E3%81%A0,~るまでだ
882,D (rare/literary),42.95,general,N1,21.0,を皮切りに,"Beginning of, Starting with",https://bunpro.jp/grammar_points/%E3%82%92%E7%9A%AE%E5%88%87%E3%82%8A%E3%81%AB,を皮切りに
883,D (rare/literary),42.95,general,N1,37.0,～たまでだ,"Just, Merely, Simply, Only",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%BE%E3%81%A7%E3%81%A0,~たまでだ
884,D (rare/literary),42.95,general,N1,50.0,飽くまで(も),"Just, Only, Merely, Strictly",https://bunpro.jp/grammar_points/%E9%A3%BD%E3%81%8F%E3%81%BE%E3%81%A7-%E3%82%82,飽くまで(も)
885,D (rare/literary),42.95,general,N1,56.0,にまつわる,"Surrounding, Related or relating to, Associated with, Connected to",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%BE%E3%81%A4%E3%82%8F%E3%82%8B,にまつわる
886,D (rare/literary),42.95,general,N1,62.0,を踏まえて,"Based on, Considering, Keeping in mind, Taking into account, Therefore",https://bunpro.jp/grammar_points/%E3%82%92%E8%B8%8F%E3%81%BE%E3%81%88%E3%81%A6,を踏まえて
887,D (rare/literary),42.95,general,N1,75.0,なくして(は),"Without, If not for",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%97%E3%81%A6-%E3%81%AF,なくして(は)
888,D (rare/literary),42.95,general,N1,78.0,てやまない,"Never cease to, Always, Sincerely, Greatly, From the bottom of one's heart",https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%84%E3%81%BE%E3%81%AA%E3%81%84,てやまない
889,D (rare/literary),42.95,general,N1,87.0,だに + しない,"Not even, Not at all, Never could have",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%AB-%E3%81%97%E3%81%AA%E3%81%84,だに+しない
890,D (rare/literary),42.95,general,N1,91.0,にも～ない,"Cannot... even if one wants or tries, Would like but cannot, Wants or tries but cannot",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%82-%E3%81%AA%E3%81%84,にも~ない
891,D (rare/literary),42.95,general,N1,108.0,に足りない,"To not be worthy, To not be enough, To not be sufficient, To lack",https://bunpro.jp/grammar_points/%E3%81%AB%E8%B6%B3%E3%82%8A%E3%81%AA%E3%81%84,に足りない
892,D (rare/literary),42.95,general,N1,114.0,めく・めいた,"Like, To show signs of,  To have the appearance of, To come to a (state) similar to, Somewhat, An air of,  Feels almost like",https://bunpro.jp/grammar_points/%E3%82%81%E3%81%8F-%E3%82%81%E3%81%84%E3%81%9F,めく・めいた
893,D (rare/literary),42.95,general,N1,117.0,にもまして,"Even -er than, Even more than, More than anything, More than anybody, More than ever",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%82%E3%81%BE%E3%81%97%E3%81%A6,にもまして
894,D (rare/literary),42.95,general,N1,150.0,に難くない,"Not hard to, Not difficult to, Easy to, Is obvious that",https://bunpro.jp/grammar_points/%E3%81%AB%E9%9B%A3%E3%81%8F%E3%81%AA%E3%81%84,に難くない
895,D (rare/literary),42.95,general,N1,155.0,べくもない,"No (doubt or hope), There is no way, It is impossible, Not a hope in hell",https://bunpro.jp/grammar_points/%E3%81%B9%E3%81%8F%E3%82%82%E3%81%AA%E3%81%84,べくもない
896,D (rare/literary),42.95,general,N1,160.0,に堪えない,"Cannot bear to, Cannot stand to, Too much to, Cannot go on doing, Cannot tolerate",https://bunpro.jp/grammar_points/%E3%81%AB%E5%A0%AA%E3%81%88%E3%81%AA%E3%81%84,に堪えない
897,D (rare/literary),42.95,general,N1,164.0,それまでだ,"If… then it is all in vain, It's done, It is useless, No point, It is a waste, That's it, It is all gone, ",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%BE%E3%81%A7%E3%81%A0,それまでだ
898,D (rare/literary),42.95,general,N1,179.0,に先駆けて,"First, Prior to, Pioneer, Ahead of",https://bunpro.jp/grammar_points/%E3%81%AB%E5%85%88%E9%A7%86%E3%81%91%E3%81%A6,に先駆けて
899,D (rare/literary),42.95,archaic/literary,N1,40.0,たなり・なり,"While... ~ing, Remaining, Not or ever since, Keep or leave",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%AA%E3%82%8A-%E3%81%AA%E3%82%8A,たなり・なり
900,D (rare/literary),42.95,archaic/literary,N1,141.0,に恥じない,"Lives up to, Truly to …’s name, Worthy of, Not dishonor, Not putting to shame, Measure to",https://bunpro.jp/grammar_points/%E3%81%AB%E6%81%A5%E3%81%98%E3%81%AA%E3%81%84,に恥じない
901,D (rare/literary),42.95,archaic/literary,N1,163.0,にひきかえ,"In stark contrast, In comparison, On the other hand, While, In sharp contrast",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%B2%E3%81%8D%E3%81%8B%E3%81%88,にひきかえ
902,D (rare/literary),42.6,general,N1,51.0,であれ〜であれ,"Whether or, Or, No matter which, In either case",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%82%E3%82%8C-%E3%81%A7%E3%81%82%E3%82%8C,であれであれ
903,D (rare/literary),42.6,general,N1,76.0,のなんのって,"So much that, Extremely, Very",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AA%E3%82%93%E3%81%AE%E3%81%A3%E3%81%A6,のなんのって
904,D (rare/literary),42.6,general,N1,153.0,にかこつけて,"In the name of, Using the excuse of, To use as a pretext of, Under the guise or pretense of",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%93%E3%81%A4%E3%81%91%E3%81%A6,にかこつけて
905,D (rare/literary),42.6,general,N1,177.0,こそすれ〜ない,"And certainly not, But certainly not, But, Although, Even though",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%9D%E3%81%99%E3%82%8C-%E3%81%AA%E3%81%84,こそすれない
906,D (rare/literary),42.6,archaic/literary,N1,8.0,きらいがある,"Have a tendency to, Tend to, Be slightly~",https://bunpro.jp/grammar_points/%E3%81%8D%E3%82%89%E3%81%84%E3%81%8C%E3%81%82%E3%82%8B,きらいがある
907,D (rare/literary),42.6,archaic/literary,N1,94.0,～なり～なり,"Or, Either or",https://bunpro.jp/grammar_points/-%E3%81%AA%E3%82%8A-%E3%81%AA%E3%82%8A,~なり~なり
908,D (rare/literary),42.6,archaic/literary,N1,152.0,を禁じ得ない,"Cannot help feeling, Cannot but, Cannot hold back",https://bunpro.jp/grammar_points/%E3%82%92%E7%A6%81%E3%81%98%E5%BE%97%E3%81%AA%E3%81%84,を禁じ得ない
909,D (rare/literary),42.25,general,N1,77.0,にかかっている,To depend on,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B,にかかっている
910,D (rare/literary),42.25,general,N1,111.0,に則って・に則り,"According to, In accordance with, Based on, In line with",https://bunpro.jp/grammar_points/%E3%81%AB%E5%89%87%E3%81%A3%E3%81%A6-%E3%81%AB%E5%89%87%E3%82%8A,に則って・に則り
911,D (rare/literary),42.25,general,N1,168.0,てはかなわない,"It's unbearable when, It'd be unbearable if, I can't stand it when, I couldn’t stand it if",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%8B%E3%81%AA%E3%82%8F%E3%81%AA%E3%81%84,てはかなわない
912,D (rare/literary),41.9,general,N1,5.0,極まりない・極まる,"Extreme, Extremely",https://bunpro.jp/grammar_points/%E6%A5%B5%E3%81%BE%E3%82%8A%E3%81%AA%E3%81%84-%E6%A5%B5%E3%81%BE%E3%82%8B,極まりない・極まる
913,D (rare/literary),41.9,general,N1,16.0,を余儀なくされる,To be forced to do something,https://bunpro.jp/grammar_points/%E3%82%92%E4%BD%99%E5%84%80%E3%81%AA%E3%81%8F%E3%81%95%E3%82%8C%E3%82%8B,を余儀なくされる
914,D (rare/literary),41.9,general,N1,170.0,を余儀なくさせる,"Force to, To compel, Make unavoidable",https://bunpro.jp/grammar_points/%E3%82%92%E4%BD%99%E5%84%80%E3%81%AA%E3%81%8F%E3%81%95%E3%81%9B%E3%82%8B,を余儀なくさせる
915,D (rare/literary),41.55,general,N1,31.0,をおいてほかに〜ない,"No...but, Nothing else but, None other than",https://bunpro.jp/grammar_points/%E3%82%92%E3%81%8A%E3%81%84%E3%81%A6%E3%81%BB%E3%81%8B%E3%81%AB-%E3%81%AA%E3%81%84,をおいてほかにない
916,D (rare/literary),41.55,general,N1,98.0,でなくてなんだろう,If … is not … then what is?,https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%AA%E3%81%8F%E3%81%A6%E3%81%AA%E3%82%93%E3%81%A0%E3%82%8D%E3%81%86,でなくてなんだろう
917,D (rare/literary),40.85,archaic/literary,N1,99.0,はさておき・はさておいて,"(Leaving or putting) aside, Apart",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%95%E3%81%A6%E3%81%8A%E3%81%8D-%E3%81%AF%E3%81%95%E3%81%A6%E3%81%8A%E3%81%84%E3%81%A6,はさておき・はさておいて
918,D (rare/literary),36.25,archaic/literary,N4,62.0,まい～のように,"Almost every ~, Nearly every ~, On a ~ basis",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%84-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB,まい~のように
919,D (rare/literary),31.65,general,N0,9.0,かろう,"Probably, Right?",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%8D%E3%81%86,かろう
920,D (rare/literary),30.0,archaic/literary,N2,123.0,ぬ,"Classical negative, Classical verb [ない]",https://bunpro.jp/grammar_points/%E3%81%AC,ぬ
921,D (rare/literary),30.0,archaic/literary,N2,23.0,まい,"Won't, Intend not to, Probably not",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%84,まい
922,D (rare/literary),25.65,archaic/literary,N1,139.0,まじき,"Unbecoming of, Unworthy of, Not proper for, Should not, Must not, Cannot",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%98%E3%81%8D,まじき
923,D (rare/literary),25.3,archaic/literary,N1,109.0,べからず,"Do not, Must not, Should not, Cannot (べからざる)",https://bunpro.jp/grammar_points/%E3%81%B9%E3%81%8B%E3%82%89%E3%81%9A,べからず
924,D (rare/literary),25.3,archaic/literary,N1,142.0,ずじまい,"Ended up not, Did not (in the end), Never did",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%98%E3%81%BE%E3%81%84,ずじまい
925,D (rare/literary),24.6,archaic/literary,N1,3.0,如く・如き・如し,"Like, Similar to, As if, The same as",https://bunpro.jp/grammar_points/%E5%A6%82%E3%81%8F-%E5%A6%82%E3%81%8D-%E5%A6%82%E3%81%97,如く・如き・如し
926,D (rare/literary),24.25,archaic/literary,N1,18.0,じゃあるまいし,"You are not ~ so..., it isn't ~ so...",https://bunpro.jp/grammar_points/%E3%81%98%E3%82%83%E3%81%82%E3%82%8B%E3%81%BE%E3%81%84%E3%81%97,じゃあるまいし
927,D (rare/literary),24.25,archaic/literary,N1,26.0,ようが～まいが,"Even if, No matter what, Whether or not, [Emphatic], Volitional + が",https://bunpro.jp/grammar_points/-%E3%82%88%E3%81%86--%E3%81%86-%E3%81%BE%E3%81%84%20-%20%E3%81%8C-%E3%81%A8,ようが~まいが
