rank,lemma,reading,count,meanings_en,pos_tags,alt_readings_kana,alt_spellings_kanji
10405,底辺,テイヘン,41717,base (e.g. of a triangle); base (e.g. of support); basis; foundation; low class; low in social standing; low level; of poor reputation,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ていへん,低辺 底辺
10406,済ませる,スマセル,41714,to finish; to get through with; to let end; to make an end of,"Ichidan verb, transitive verb",すませる,済ませる
10407,跨ぐ,マタイ,41712,to bridge; to cross; to saddle; to span; to step across; to step over; to straddle; to stretch over; to stride across; to stride over,"Godan verb with 'gu' ending, transitive verb",またぐ,跨ぐ
10408,寝間着,ネマキ,41710,nightclothes; nightdress; nightgown; pajamas; pyjamas; sleep-wear,noun (common) (futsuumeishi),ねまき,寝巻 寝巻き 寝衣 寝間着
10409,ざわざわ,ザワザワ,41709,creating a commotion; feeling a chill; getting the chills; noisily (e.g. from many people talking); rustling (leaves),"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",ざわざわ,
10410,本作,ホンサク,41709,this piece; this work,noun (common) (futsuumeishi),ほんさく,本作
10411,シミ,シミ,41700,"blemish; blot; blotch; discoloration; freckle; smear; smudge; spot; spot (on one's skin, e.g. chloasma, liver spot); stain",noun (common) (futsuumeishi),しみ シミ,染み
10412,立ち入る,タチイル,41698,to enter; to interfere; to meddle; to pry into; to trespass,"Godan verb with 'ru' ending, intransitive verb",たちいる,立ちいる 立ち入る 立入る
10413,夏希,ナツキ,41693,,,,
10414,麻美,アサミ,41686,,,,
10415,えい,エイ,41684,agreeable; all right; beneficial; enough; excellent; fine; good; nice; no problem; OK; pleasant; prepared,adjective (keiyoushi),えい よい,佳い 吉い 善い 好い 宜い 良い
10416,少量,ショウリョウ,41683,narrowmindedness; small amount; small quantity,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",しょうりょう,小量 少量
10417,ゾッと,ゾット,41678,being disgusted; being horrified; shivering; shuddering; trembling,"adverb (fukushi), noun or participle which takes the aux. verb suru",ぞっと ゾッと,
10418,聡明,ソウメイ,41668,intelligent; sagacious; sensible; wise,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",そうめい,聡明 聰明
10419,ずーっと,ズーット,41648,"all along; all the way; by far; continuously in some state (for a long time, distance); direct; far and away; far away; long ago; much (better, etc.); straight; the whole time; throughout",adverb (fukushi),ずうっと ずっと ずーっと,
10420,おそるおそる,オソルオソル,41643,cautiously; fearfully; gingerly; nervously; timidly,adverb (fukushi),おそるおそる,恐る恐る
10421,ひょい,ヒョイ,41642,,,,
10422,立たす,タタサ,41634,to get someone to their feet; to help a person stand; to raise; to rouse,"Godan verb with 'su' ending, intransitive verb",たたす,立たす
10423,ごろ,ゴロ,41630,(approximate) time; about; around; season; suitable time (or condition); time of year; toward,"adverb (fukushi), noun (common) (futsuumeishi), noun, used as a suffix",ころ ごろ,比 頃
10424,外道,ゲドウ,41630,brute; demon; devil; fiend; heresy; heretic; heterodoxy; non-Buddhist; non-Buddhist teachings; tirthika; type of fish one did not intend to catch; unorthodoxy,noun (common) (futsuumeishi),げどう,外道
10425,こだま,コダマ,41623,echo; Kodama; reverberation; slowest Tōkaidō and Sanyō-line Shinkansen train service (stopping at all stations); spirit of a tree; tree spirit,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こだま,木霊 木魂 谺
10426,こやつ,コヤツ,41620,"Damn you!; he; Hey, you!; she; this; this fellow; this guy; this one; this person; this thing; You bastard!","interjection (kandoushi), pronoun",こいつ こやつ,此奴
10427,円卓,エンタク,41616,round table,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",えんたく,円卓
10428,メリル,メリル,41613,,,,
10429,神秘的,シンピテキ,41613,mysterious; mystical,adjectival nouns or quasi-adjectives (keiyodoshi),しんぴてき,神秘的
10430,誉める,ホメ,41609,to commend; to compliment; to praise; to speak highly of; to speak well of,"Ichidan verb, transitive verb",ほめる,称める 褒める 誉める 讃める 賞める
10431,トム,トム,41603,,,,
10432,スクロール,スクロール,41588,scroll,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",スクロール,
10433,逃げ回る,ニゲマワッ,41587,to run around trying to escape; to run from place to place,"Godan verb with 'ru' ending, intransitive verb",にげまわる,逃げまわる 逃げ回る 逃回る
10434,輪廻,リンネ,41560,being reborn; cycle of death and rebirth; reincarnation; samsara,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",りんね,輪回 輪廻
10435,主導権,シュドウケン,41557,hegemony; initiative; leadership,noun (common) (futsuumeishi),しゅどうけん,主導権
10436,フレーム,フレーム,41551,flame (abusive or threatening message); frame,noun (common) (futsuumeishi),フレーム,
10437,ほどほど,ホドホド,41541,moderate,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ほどほど,程々 程ほど 程程
10438,古く,フルク,41539,a long time ago; anciently; formerly; old times,"adverb (fukushi), noun (common) (futsuumeishi)",ふるく,古く
10439,甘ったるい,アマッタルイ,41536,mushy; saccharine; sentimental; sickly-sweet; sugary,adjective (keiyoushi),あまたるい あまったるい,甘たるい 甘ったるい
10440,呈する,テイシ,41532,to assume (e.g. a shape); to display; to exhibit; to offer; to present; to show,"suru verb - special class, transitive verb",ていする,呈する
10441,交尾,コウビ,41531,copulation (among animals); covering; mating; serving; treading,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こうび,交尾
10442,健康的,ケンコウテキ,41525,healthful; healthy; hygienic; sanitary,adjectival nouns or quasi-adjectives (keiyodoshi),けんこうてき,健康的
10443,助力,ジョリョク,41522,assistance; support,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",じょりょく,助力
10444,窺える,ウカガエル,41518,,,,
10445,テレサ,テレサ,41508,,,,
10446,長距離,チョウキョリ,41505,long distance; long haul,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ちょうきょり,長距離
10447,訴えかける,ウッタエカケ,41503,to make an appeal; to urge,"Ichidan verb, transitive verb",うったえかける,訴えかける 訴え掛ける
10448,ふわ,フワ,41502,disagreement; discord; dissension; friction; trouble,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ふわ,不和
10449,無念,ムネン,41498,chagrin; freedom from obstructive thoughts; mortification; regret,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",むねん,無念
10450,はた,ハタ,41493,"area; birth; birthplace; cultivated land; field (for fruits, vegetables, etc.); field (of specialization); kitchen garden; plantation; sphere; vegetable plot; womb","noun (common) (futsuumeishi), suffix",はた はたけ,畑 畠
10451,保留,ホリュウ,41492,deferment; putting on hold; reservation,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ほりゅう,保留
10452,点滅,テンメツ,41486,blinking; flashing; flickering; switching on and off (of a light),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",てんめつ,点滅
10453,歯切れ,ハギレ,41484,feel when biting; manner of enunciation,noun (common) (futsuumeishi),はぎれ,歯切れ
10454,ボソッ,ボソッ,41466,,,,
10455,めい,メイ,41462,niece,noun (common) (futsuumeishi),めい,姪
10456,ナターシャ,ナターシャ,41462,,,,
10457,マグマ,マグマ,41461,magma,noun (common) (futsuumeishi),マグマ,
10458,所在,ショザイ,41459,location; place where one is; position; whereabouts,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しょざい,所在
10459,バレンタイン,バレンタイン,41452,Valentine,noun (common) (futsuumeishi),バレンタイン ヴァレンタイン,
10460,バラす,バラシ,41442,,,,
10461,朝ご飯,アサゴハン,41436,breakfast,noun (common) (futsuumeishi),あさごはん,朝ごはん 朝ご飯 朝御飯
10462,リーザ,リーザ,41435,,,,
10463,完治,カンチ,41427,complete recovery,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かんじ かんち,完治
10464,ライター,ライター,41426,lighter; writer,noun (common) (futsuumeishi),ライタ ライター,
10465,なあに,ナアニ,41417,hey!; what; what?,"interjection (kandoushi), pronoun",なあに,
10466,ショット,ショット,41405,hitting a ball (e.g. in tennis); shoot (in basketball); shot (in films); shot (of alcohol),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ショット,
10467,権能,ケンノウ,41403,authority; function; power,noun (common) (futsuumeishi),けんのう,権能
10468,通信機,ツウシンキ,41402,,,,
10469,またまた,マタマタ,41377,(there you go) again; again (and again); once again; yet again,adverb (fukushi),またまた,亦々 亦亦 又々 又又 復々 復復
10470,鑑賞,カンショウ,41373,"appreciation (of art, music, poetry, etc.)","noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かんしょう,鑑賞
10471,漕ぐ,コイ,41371,"to operate a hand pump; to paddle; to pedal (e.g. bicycle); to push through (deep snow, the jungle, etc.); to row; to scull; to swing (on a swing)","Godan verb with 'gu' ending, transitive verb",こぐ,漕ぐ
10472,原作,ゲンサク,41368,original work,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",げんさく,原作
10473,地響き,ジヒビキ,41363,earth tremor; subterranean rumbling,noun (common) (futsuumeishi),じひびき,地ひびき 地響き
10474,カッと,カット,41355,"acting resolutely; burning hotly; flaring up; flying into a rage; losing one's cool; opening suddenly and widely (e.g. eyes, mouth); suddenly becoming bright","adverb (fukushi), noun or participle which takes the aux. verb suru",かっと カッと,
10475,慰め,ナグサメ,41349,comfort; consolation; diversion,noun (common) (futsuumeishi),なぐさめ,慰め
10476,剣幕,ケンマク,41339,angry look; menacing look; threatening attitude,noun (common) (futsuumeishi),けんまく,剣幕 権幕 見幕
10477,タルト,タルト,41337,roll of sponge cake with sweetened beans; tart,noun (common) (futsuumeishi),タルト,
10478,倒れ伏す,タオレフシ,41335,to fall face down; to fall flat,"Godan verb with 'su' ending, intransitive verb",たおれふす,倒れふす 倒れ伏す 倒れ臥す
10479,グリム,グリム,41330,,,,
10480,早起き,ハヤオキ,41326,early rising,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",はやおき,早起き
10481,舞い降りる,マイオリ,41325,to alight; to fly down; to swoop down upon,"Ichidan verb, intransitive verb",まいおりる,舞い降りる 舞降りる
10482,プロジェクト,プロジェクト,41324,project,noun (common) (futsuumeishi),プロジェクト,
10483,本隊,ホンタイ,41321,main body (of an army); main force; these troops,noun (common) (futsuumeishi),ほんたい,本隊
10484,昆虫,コンチュウ,41320,bug; insect,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",こんちゅう,昆虫
10485,波紋,ハモン,41319,instrument made of iron with slits on top; makes a rippling sound; Japanese slit drum; repercussions; ring on the water; ripple,noun (common) (futsuumeishi),はもん,波紋
10486,選定,センテイ,41319,selection,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",せんてい,選定
10487,悠長,ユウチョウ,41318,deliberate; easygoing; leisurely; slow,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ゆうちょう,悠長
10488,オークション,オークション,41315,auction,noun (common) (futsuumeishi),オークション,
10489,ひゃあ,ヒャア,41314,,,,
10490,クロノス,クロノス,41313,Cronus (Greek god); Kronos,noun (common) (futsuumeishi),クロノス,
10491,みかん,ミカン,41311,incomplete; unfinished,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",みかん,未完
10492,暗示,アンジ,41311,hint; suggestion,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",あんじ,暗示
